CHR,POS,clone1_A_true,clone8_A_true,clone12_A_true,clone13_A_true,clone14_A_true,clone15_A_true,clone16_A_true,clone18_A_true,clone19_A_true,clone20_A_true,clone21_A_true,segment,clone1_B_true,clone8_B_true,clone12_B_true,clone13_B_true,clone14_B_true,clone15_B_true,clone16_B_true,clone18_B_true,clone19_B_true,clone20_B_true,clone21_B_true,chr,start,end
2,178547601,2,2,2,2,2,2,2,2,2,2,2,4_128544690_129809882,2,2,2,2,2,2,2,2,2,2,2,chr2,128544690,129809882
2,3797617,2,2,2,2,2,2,2,2,2,2,2,16_1546895_2213800,1,1,2,1,1,1,1,1,2,2,2,chr2,1546895,2213800
6,114544147,2,2,2,2,2,1,2,2,2,2,2,10_42905431_43090038,2,2,2,2,2,2,2,2,2,2,2,chr6,42905431,43090038
9,139826955,2,2,2,2,2,2,2,2,2,2,2,11_57374280_57799371,2,1,2,2,2,2,2,2,2,2,2,chr9,57374280,57799371
13,109579637,2,2,2,2,2,2,2,2,2,2,2,1_46035553_55518490,2,2,2,2,2,2,2,2,2,2,2,chr13,46035553,55518490
8,32264904,2,2,2,2,2,2,2,2,2,2,2,21_46326796_46393071,2,2,2,2,2,2,2,2,2,3,2,chr8,46326796,46393071
16,69642248,4,2,2,2,2,2,4,4,2,2,2,16_30899153_34682405,0,2,2,2,2,2,0,0,2,2,2,chr16,30899153,34682405
11,90516780,2,2,2,2,2,2,2,2,2,2,2,7_154429560_156976766,2,2,2,2,2,2,2,2,2,2,2,chr11,154429560,156976766
7,13109665,4,4,4,4,4,4,4,4,4,4,4,13_32355815_43597932,2,2,2,2,2,2,2,2,2,2,2,chr7,32355815,43597932
21,13066584,4,4,4,4,4,4,4,4,4,4,4,1_144860026_144877366,2,2,2,2,2,2,2,2,2,2,2,chr21,144860026,144877366
1,221993991,2,2,2,2,2,2,2,2,2,2,2,6_6305477_8435455,2,2,2,2,2,2,2,2,2,2,2,chr1,6305477,8435455
11,111387279,4,4,4,4,4,4,4,4,4,4,4,8_107751743_125578029,4,4,4,4,4,4,4,4,4,4,4,chr11,107751743,125578029
2,224034116,3,2,2,2,2,2,2,2,2,2,2,2_242432831_242590437,3,2,2,2,2,2,2,2,2,2,2,chr2,242432831,242590437
22,27801724,2,2,2,2,2,2,2,2,2,2,2,11_67265537_68157432,3,3,3,3,3,3,3,3,3,3,3,chr22,67265537,68157432
13,94682029,2,2,2,2,2,2,2,2,2,2,2,12_50348036_51347833,3,3,3,3,3,3,3,3,3,3,3,chr13,50348036,51347833
1,100685350,2,2,2,2,2,2,2,2,2,2,2,15_27018887_28231886,4,4,4,4,4,4,4,4,4,4,4,chr1,27018887,28231886
7,111540259,2,2,2,2,2,2,2,2,2,2,2,16_19027834_19127516,3,3,3,3,3,3,3,3,3,3,3,chr7,19027834,19127516
6,68994330,2,2,2,2,2,2,2,2,2,2,4,10_51124153_51632971,2,2,2,2,2,2,2,2,2,2,0,chr6,51124153,51632971
3,178519944,2,2,2,2,2,2,2,2,2,2,2,3_43602803_43732593,2,2,2,2,2,2,2,2,2,2,2,chr3,43602803,43732593
7,155975887,2,2,2,2,2,2,2,2,1,1,1,6_47754498_49803042,2,2,2,2,2,2,2,2,2,2,2,chr7,47754498,49803042
22,17979831,2,2,2,2,2,2,2,2,2,2,2,3_6903601_7620981,2,2,2,2,2,2,2,2,2,2,2,chr22,6903601,7620981
1,168953298,1,2,2,2,2,2,2,1,2,2,2,19_33353215_33635964,2,2,2,2,2,2,2,2,2,2,2,chr1,33353215,33635964
7,55643782,3,3,3,3,3,3,3,3,3,3,3,1_152383382_152538611,3,3,3,3,3,3,3,3,3,3,3,chr7,152383382,152538611
3,47834595,2,2,2,2,2,2,2,2,2,2,2,8_17919724_18729955,2,2,2,2,2,2,2,2,2,2,2,chr3,17919724,18729955
12,108137507,2,2,2,2,2,2,2,2,2,2,2,4_8621328_9998603,4,4,4,4,4,4,4,4,4,4,4,chr12,8621328,9998603
12,59772802,2,2,2,2,2,2,2,2,2,2,2,6_154331718_154568767,3,3,3,3,3,3,3,3,3,3,3,chr12,154331718,154568767
6,61077980,2,2,2,2,2,2,2,2,2,2,2,13_25362150_28141885,2,2,2,2,2,2,2,2,2,2,2,chr6,25362150,28141885
5,77550289,2,2,2,2,2,2,2,2,2,2,2,10_44285090_46147414,2,1,2,2,1,1,2,2,2,2,2,chr5,44285090,46147414
8,17106224,2,2,2,2,2,1,2,2,2,2,2,9_133266284_135975596,2,2,2,2,2,2,2,2,2,2,2,chr8,133266284,135975596
7,100103251,1,2,2,2,2,2,2,2,2,2,2,13_43597977_53384209,2,2,2,2,2,2,2,2,2,2,2,chr7,43597977,53384209
2,210025980,2,2,2,2,2,2,2,2,2,2,2,10_21074651_21169830,2,2,2,2,2,2,2,2,2,2,2,chr2,21074651,21169830
4,93628058,2,2,2,2,2,2,2,2,2,2,2,7_148990399_149589343,2,2,2,2,2,2,2,2,2,2,1,chr4,148990399,149589343
16,21161530,2,3,2,2,3,3,2,2,2,2,2,11_115101988_118888915,2,3,2,2,3,3,2,2,2,2,2,chr16,115101988,118888915
3,56661834,2,2,2,2,2,2,2,2,2,2,2,3_239347_4358319,0,0,0,0,0,0,0,0,0,0,0,chr3,239347,4358319
13,103693866,2,0,2,2,0,0,2,2,2,2,2,12_125558279_130892350,2,4,2,2,4,4,2,2,2,2,2,chr13,125558279,130892350
2,135711035,1,2,2,2,2,2,2,1,2,2,2,3_10302369_14708918,2,2,2,2,2,2,2,2,2,2,2,chr2,10302369,14708918
3,73370825,4,4,4,4,4,4,4,4,4,4,4,1_157494301_158585185,0,0,0,0,0,0,0,0,0,0,0,chr3,157494301,158585185
7,84365110,3,3,3,3,3,3,3,3,3,3,3,6_9707900_25279923,2,2,2,2,2,2,2,2,2,2,2,chr7,9707900,25279923
12,3198031,2,2,2,2,2,2,2,2,2,2,2,1_205497076_227083133,2,2,2,2,2,2,2,2,2,2,2,chr12,205497076,227083133
16,38810719,3,3,3,3,3,3,3,3,3,3,3,22_26936723_37154291,2,2,2,2,2,2,2,2,2,2,2,chr16,26936723,37154291
17,70848779,2,2,2,2,2,2,2,2,2,2,2,7_87704876_97481835,2,2,2,2,2,2,2,2,2,2,2,chr17,87704876,97481835
7,52129090,2,2,2,2,2,2,2,2,2,2,2,21_46906711_48084340,4,4,4,4,4,4,4,4,4,4,4,chr7,46906711,48084340
21,32424084,2,2,2,2,2,0,2,2,2,2,2,12_49522605_49717917,2,2,2,2,2,4,2,2,2,2,2,chr21,49522605,49717917
6,55844106,4,4,4,4,4,4,4,4,4,4,4,9_132586400_132618690,4,4,4,4,4,4,4,4,4,4,4,chr6,132586400,132618690
6,79707719,1,2,2,2,2,2,1,1,2,2,2,14_31841079_32475976,2,2,2,2,2,2,2,2,2,2,2,chr6,31841079,32475976
22,46548893,1,2,2,2,2,2,2,1,2,2,2,4_167656278_170650731,2,2,2,2,2,2,2,2,2,2,2,chr22,167656278,170650731
13,112646168,2,2,2,2,2,2,2,2,2,2,2,1_235323545_236557671,2,2,2,2,2,2,2,2,2,2,2,chr13,235323545,236557671
7,101601514,4,4,4,4,4,4,4,4,4,4,4,19_44988715_45901493,2,2,2,2,2,2,2,2,2,2,2,chr7,44988715,45901493
8,141529887,2,2,2,2,2,2,2,2,2,2,2,8_104195486_107749918,3,3,3,3,3,3,3,3,3,3,3,chr8,104195486,107749918
12,88283774,2,2,2,2,2,2,2,2,2,2,2,3_49335415_54961957,2,2,2,2,2,2,2,2,2,2,2,chr12,49335415,54961957
4,117444393,2,2,2,2,2,2,2,2,2,2,2,14_65220623_65249299,0,0,0,0,0,0,0,0,0,0,0,chr4,65220623,65249299
7,45064435,4,4,4,4,4,4,4,4,4,4,4,17_46051911_47247085,2,2,2,2,2,2,2,2,2,2,2,chr7,46051911,47247085
13,37322198,2,1,2,2,1,1,2,2,2,2,2,8_41122934_43838886,2,2,2,2,2,2,2,2,2,2,2,chr13,41122934,43838886
4,182673980,2,2,2,2,2,2,2,2,2,2,2,22_50588131_51219216,2,2,2,2,2,2,2,2,2,2,2,chr4,50588131,51219216
5,96545758,2,2,2,2,2,2,2,2,2,2,2,20_34742891_36150825,3,3,3,3,3,3,3,3,3,3,3,chr5,34742891,36150825
6,161869281,2,2,2,2,2,1,2,2,2,2,2,16_2213910_2722687,2,2,2,2,2,2,2,2,2,2,2,chr6,2213910,2722687
3,155046180,2,2,2,2,2,2,2,2,2,2,2,16_48295555_56368817,2,2,2,2,2,2,2,2,2,2,2,chr3,48295555,56368817
1,45348247,2,2,2,2,2,2,2,2,2,2,2,21_45534032_46323456,2,2,2,2,2,2,2,2,2,2,2,chr1,45534032,46323456
5,112945084,1,2,2,2,2,2,1,1,2,2,2,16_76311574_81155352,2,2,2,2,2,2,2,2,2,2,2,chr5,76311574,81155352
6,18778964,2,2,2,2,2,2,2,2,2,2,2,15_59784454_59963496,2,2,2,2,2,2,2,2,2,2,2,chr6,59784454,59963496
16,3669979,4,4,4,4,4,4,4,4,4,4,4,12_124343780_124402489,2,2,2,2,2,2,2,2,2,2,2,chr16,124343780,124402489
11,96390472,3,3,3,3,3,3,3,3,3,3,3,16_83636049_84030967,3,3,3,3,3,3,3,3,3,3,3,chr11,83636049,84030967
4,35492440,4,4,4,4,4,4,4,4,4,4,4,10_16556511_18840802,2,2,2,2,2,2,2,2,2,2,2,chr4,16556511,18840802
12,2113017,2,2,2,2,2,2,2,2,2,2,2,7_148480990_148950740,4,4,4,4,4,4,4,4,4,4,4,chr12,148480990,148950740
7,89519086,2,4,2,2,2,2,2,2,2,2,2,6_131184975_151266725,2,0,2,2,2,2,2,2,2,2,2,chr7,131184975,151266725
11,123181294,4,4,4,4,4,4,4,4,4,4,4,16_21147804_21222705,4,4,4,4,4,4,4,4,4,4,4,chr11,21147804,21222705
2,65237815,2,2,2,2,2,2,2,2,2,1,2,21_45092152_45533987,2,2,2,2,2,2,2,2,2,2,2,chr2,45092152,45533987
7,5855957,2,2,2,2,2,2,2,2,2,2,2,1_177935166_200522505,4,4,4,4,4,4,4,4,4,4,4,chr7,177935166,200522505
12,34392389,3,3,3,3,3,3,3,3,3,3,3,2_16734405_18736564,2,2,2,2,2,2,2,2,2,2,2,chr12,16734405,18736564
19,60800084,2,2,2,2,2,2,2,2,2,2,2,19_12186922_12384829,2,2,2,2,2,2,2,2,2,2,2,chr19,12186922,12384829
5,23988718,2,2,2,2,2,2,2,2,2,2,1,1_153005156_153536209,2,2,2,2,2,2,2,2,2,2,2,chr5,153005156,153536209
6,73528571,3,3,3,3,3,3,3,3,3,3,3,22_37154326_38355499,3,3,3,3,3,3,3,3,3,3,3,chr6,37154326,38355499
16,52685045,2,2,2,2,2,2,2,2,2,2,0,2_140992323_172329489,2,2,2,2,2,2,2,2,2,2,4,chr16,140992323,172329489
7,22230996,2,1,2,2,1,1,2,2,2,2,2,19_55145058_55603388,2,2,2,2,2,2,2,2,2,2,2,chr7,55145058,55603388
3,197698358,2,2,2,2,2,2,2,2,2,2,2,20_23350790_25263708,2,2,2,2,2,2,2,2,2,2,2,chr3,23350790,25263708
8,74428888,3,3,3,3,3,3,3,3,3,3,3,2_89049517_89197105,3,3,3,3,3,3,3,3,3,3,3,chr8,89049517,89197105
20,57915082,2,2,2,2,2,2,2,2,4,4,4,11_99426816_103908728,2,2,2,2,2,2,2,2,0,0,0,chr20,99426816,103908728
3,170069561,0,0,2,0,0,0,0,0,2,2,2,19_16146456_17212571,4,4,2,4,4,4,4,4,2,2,2,chr3,16146456,17212571
13,24050283,2,2,2,2,2,2,2,2,2,2,2,14_105174810_106307418,2,2,2,2,2,2,2,2,2,2,3,chr13,105174810,106307418
12,94414393,2,2,2,2,2,2,2,2,2,2,2,20_57246277_57571818,2,2,2,2,2,2,2,2,2,2,2,chr12,57246277,57571818
21,43478025,2,2,2,2,2,2,2,2,2,2,2,17_41368623_43003701,2,2,2,2,2,2,2,2,2,2,2,chr21,41368623,43003701
8,86868496,3,3,3,3,3,3,3,3,3,3,3,2_24290671_27686017,2,2,2,2,2,2,2,2,2,2,2,chr8,24290671,27686017
3,37601403,2,2,2,2,2,1,2,2,2,2,2,12_107048084_107712983,2,2,2,2,2,2,2,2,2,2,2,chr3,107048084,107712983
10,50731433,4,4,4,4,4,4,4,4,4,4,4,10_6245115_6504126,2,2,2,2,2,2,2,2,2,2,2,chr10,6245115,6504126
11,68743427,2,2,2,2,2,2,2,2,2,2,2,9_125134140_126531912,2,2,2,2,2,2,2,2,2,2,2,chr11,125134140,126531912
18,2415263,0,2,2,2,2,2,2,2,2,2,2,6_65149147_65303193,4,2,2,2,2,2,2,2,2,2,2,chr18,65149147,65303193
11,128966773,2,3,2,2,3,3,2,2,2,2,2,6_54735344_57189195,2,3,2,2,3,3,2,2,2,2,2,chr11,54735344,57189195
2,199352818,2,2,2,2,2,2,2,2,2,2,2,6_39828829_41196065,2,2,2,2,2,2,2,2,2,2,2,chr2,39828829,41196065
17,77768498,2,2,2,2,2,2,2,2,2,2,2,16_84099257_85100736,2,2,2,2,2,2,2,2,2,2,2,chr17,84099257,85100736
8,74204218,4,4,4,4,4,4,4,4,4,4,4,7_590995_624250,2,2,2,2,2,2,2,2,2,2,2,chr8,590995,624250
3,92721331,4,4,4,4,4,4,4,4,4,4,4,14_22695127_22992694,2,2,2,2,2,2,2,2,2,2,2,chr3,22695127,22992694
17,23560058,1,2,2,2,2,2,2,1,2,2,2,2_109746557_133540634,2,2,2,2,2,2,2,2,2,2,2,chr17,109746557,133540634
6,86377870,4,4,4,4,4,4,4,4,4,4,4,3_97868391_97888544,0,0,0,0,0,0,0,0,0,0,0,chr6,97868391,97888544
6,139057555,2,0,2,2,0,0,2,2,2,2,2,6_57244665_58287640,2,4,2,2,4,4,2,2,2,2,2,chr6,57244665,58287640
20,50793956,1,2,2,2,2,2,1,1,2,2,2,11_77301100_82938949,2,2,2,2,2,2,2,2,2,2,2,chr20,77301100,82938949
6,133174937,0,0,2,0,0,0,0,0,2,2,2,9_71789273_116171932,4,4,2,4,4,4,4,4,2,2,2,chr6,71789273,116171932
16,6590159,2,2,2,2,2,2,2,2,2,2,2,8_75614617_79073307,2,3,2,2,2,2,2,2,2,2,2,chr16,75614617,79073307
18,26553202,0,2,2,2,2,2,2,0,2,2,2,1_55632215_75602391,4,2,2,2,2,2,2,4,2,2,2,chr18,55632215,75602391
7,150413982,4,4,4,4,4,4,4,4,4,4,4,7_100421427_105132055,2,2,2,2,2,2,2,2,2,2,2,chr7,100421427,105132055
20,49521663,1,2,2,2,2,2,2,2,2,2,2,13_53418731_101720322,2,2,2,2,2,2,2,2,2,2,2,chr20,53418731,101720322
13,74914773,0,2,2,2,2,2,0,0,2,2,2,20_45130295_47342814,4,2,2,2,2,2,4,4,2,2,2,chr13,45130295,47342814
13,109120951,2,1,2,2,1,1,2,2,2,2,2,10_5468580_6194282,2,2,2,2,2,2,2,2,2,2,2,chr13,5468580,6194282
1,136489943,2,2,2,2,2,2,2,2,2,2,2,10_7205749_11060187,2,2,2,2,2,2,2,2,2,2,2,chr1,7205749,11060187
7,79208541,0,2,2,2,2,2,2,0,2,2,2,15_101120837_101718131,4,2,2,2,2,2,2,4,2,2,2,chr7,101120837,101718131
8,95223725,2,2,2,2,2,2,2,2,2,2,0,2_232028281_234235737,2,2,2,2,2,2,2,2,2,2,4,chr8,232028281,234235737
10,727989,2,2,2,2,2,2,2,2,0,0,0,11_46637208_48346946,2,2,2,2,2,2,2,2,4,4,4,chr10,46637208,48346946
5,142106365,2,2,2,2,2,2,2,2,2,2,2,16_81922712_83065898,2,2,2,2,2,2,2,2,2,2,2,chr5,81922712,83065898
3,94511476,4,4,4,4,4,4,4,4,4,4,4,16_5009304_9210603,2,2,2,2,2,2,2,2,2,2,2,chr3,5009304,9210603
3,97164821,3,3,3,3,3,3,3,3,3,3,3,16_74808425_75794805,3,3,3,3,3,3,3,3,3,3,3,chr3,74808425,75794805
3,102521363,2,2,2,2,2,2,2,2,2,2,2,21_14288130_17202798,2,2,2,2,2,2,2,2,2,2,2,chr3,14288130,17202798
2,145236460,2,2,2,2,2,2,2,2,2,2,2,14_100740923_103957526,0,0,0,0,0,0,0,0,0,0,0,chr2,100740923,103957526
7,56773137,2,2,2,2,2,2,2,2,2,2,2,1_228194775_228879570,2,2,2,2,2,2,2,2,2,2,2,chr7,228194775,228879570
2,17119082,2,2,2,2,2,2,2,2,2,2,2,11_113561054_113934421,2,2,2,2,2,2,2,2,2,2,2,chr2,113561054,113934421
13,17143369,2,2,2,2,2,2,2,2,2,1,2,1_33100242_33479014,2,2,2,2,2,2,2,2,2,2,2,chr13,33100242,33479014
4,179989077,0,2,2,2,2,2,2,0,2,2,2,8_18730030_33451309,4,2,2,2,2,2,2,4,2,2,2,chr4,18730030,33451309
21,32798186,2,2,2,2,2,2,2,2,2,2,2,4_41992515_44626668,0,0,0,0,0,0,0,0,0,0,0,chr21,41992515,44626668
6,135673788,2,2,2,2,2,2,2,2,2,2,2,19_54299123_54723365,2,2,2,2,2,2,2,2,2,2,2,chr6,54299123,54723365
5,15429815,3,3,3,3,3,3,3,3,3,3,3,6_151270147_153603896,2,2,2,2,2,2,2,2,2,2,2,chr5,151270147,153603896
4,186589558,2,1,2,2,1,1,2,2,2,2,2,16_89800259_90161262,2,2,2,2,2,2,2,2,2,2,2,chr4,89800259,90161262
13,64340542,3,3,3,3,3,3,3,3,3,3,3,16_711069_716321,2,2,2,2,2,2,2,2,2,2,2,chr13,711069,716321
9,116110516,2,2,2,2,2,2,2,2,2,2,2,10_115922495_117486852,2,2,2,2,2,2,2,2,2,2,2,chr9,115922495,117486852
2,160542601,3,3,3,3,3,3,3,3,3,3,3,6_62390771_65017057,3,3,3,3,3,3,3,3,3,3,3,chr2,62390771,65017057
8,106583977,2,2,2,2,2,2,2,2,2,2,2,12_130897121_133810949,2,2,2,2,2,2,2,2,2,2,2,chr8,130897121,133810949
3,136778441,2,2,2,2,2,2,2,2,2,2,2,12_70290921_101333271,2,2,2,2,2,2,2,2,2,2,2,chr3,70290921,101333271
13,41030564,2,2,2,2,2,2,2,2,2,2,2,10_19981352_20841098,2,2,2,2,2,2,2,2,2,2,2,chr13,19981352,20841098
18,14230000,3,3,3,3,3,3,3,3,3,3,3,19_48695228_49619561,3,3,3,3,3,3,3,3,3,3,3,chr18,48695228,49619561
21,16764009,2,2,2,2,2,2,2,2,2,2,2,16_4457595_4954109,4,4,4,4,4,4,4,4,4,4,4,chr21,4457595,4954109
5,64509669,0,0,2,0,0,0,0,0,2,2,2,10_11207409_11894222,4,4,2,4,4,4,4,4,2,2,2,chr5,11207409,11894222
7,97970733,4,4,4,4,4,4,4,4,4,4,4,19_10077145_10108859,2,2,2,2,2,2,2,2,2,2,2,chr7,10077145,10108859
18,63821200,2,2,2,2,2,2,2,2,2,2,2,11_120082122_121986404,1,2,2,2,2,2,1,1,2,2,2,chr18,120082122,121986404
17,19024188,2,2,2,2,2,2,2,2,2,0,2,16_15961232_16292002,2,2,2,2,2,2,2,2,2,4,2,chr17,15961232,16292002
2,82851968,1,2,2,2,2,2,2,2,2,2,2,3_43740764_46245367,2,2,2,2,2,2,2,2,2,2,2,chr2,43740764,46245367
17,9368218,2,2,2,2,2,2,2,2,2,2,4,22_23974049_24582220,2,2,2,2,2,2,2,2,2,2,0,chr17,23974049,24582220
2,24730158,2,2,2,2,2,2,2,2,2,2,2,1_45241587_46035473,2,2,2,2,2,2,2,2,2,2,2,chr2,45241587,46035473
6,52227539,2,2,2,2,2,2,2,2,2,2,2,4_178281843_190878661,2,2,2,2,2,2,2,2,2,2,2,chr6,178281843,190878661
12,114640988,3,3,3,3,3,3,3,3,3,3,3,1_236557742_247614693,3,3,3,3,3,3,3,3,3,3,3,chr12,236557742,247614693
11,114687595,4,4,4,4,4,4,4,4,4,4,4,9_126555003_129154509,2,2,2,2,2,2,2,2,2,2,2,chr11,126555003,129154509
19,26292514,3,3,3,3,3,3,3,3,3,3,3,19_872136_1012440,2,2,2,2,2,2,2,2,2,2,2,chr19,872136,1012440
19,17163832,2,2,2,2,2,2,2,2,2,2,3,2_174940208_178762917,2,2,2,2,2,2,2,2,2,2,2,chr19,174940208,178762917
7,16031357,2,2,2,2,2,2,2,2,2,2,2,1_152286592_152382763,2,2,2,2,2,2,2,2,2,2,2,chr7,152286592,152382763
5,55828951,4,2,2,2,2,2,2,4,2,2,2,12_56151291_62718353,0,2,2,2,2,2,2,0,2,2,2,chr5,56151291,62718353
4,7654257,2,2,2,2,2,2,2,2,1,1,1,2_12877602_15678684,2,2,2,2,2,2,2,2,2,2,2,chr4,12877602,15678684
3,119382747,2,2,2,2,2,3,2,2,2,2,2,4_55592059_55974166,2,2,2,2,2,3,2,2,2,2,2,chr3,55592059,55974166
11,111333311,4,4,4,4,4,4,4,4,4,4,4,16_15808792_15932186,2,2,2,2,2,2,2,2,2,2,2,chr11,15808792,15932186
1,171816484,2,2,2,2,2,2,2,2,2,1,2,19_8578031_8808900,2,2,2,2,2,2,2,2,2,2,2,chr1,8578031,8808900
14,78613442,4,2,2,2,2,2,2,4,2,2,2,6_167549925_170893697,0,2,2,2,2,2,2,0,2,2,2,chr14,167549925,170893697
5,152558234,2,2,2,2,2,1,2,2,2,2,2,21_44836887_45089857,2,2,2,2,2,2,2,2,2,2,2,chr5,44836887,45089857
8,58967039,2,2,2,2,2,2,2,2,2,2,2,6_51274898_51695836,2,2,2,2,2,2,2,2,2,2,2,chr8,51274898,51695836
12,77348740,2,2,2,2,2,2,2,2,2,2,2,1_44415424_45116470,2,2,2,2,2,2,2,2,2,2,2,chr12,44415424,45116470
13,6315636,2,4,2,2,4,4,2,2,2,2,2,19_54723706_55144772,2,0,2,2,0,0,2,2,2,2,2,chr13,54723706,55144772
11,15619446,2,2,2,2,2,2,2,2,2,2,2,11_61905326_64856009,2,2,2,2,2,2,2,2,2,2,2,chr11,61905326,64856009
22,199901,1,2,2,2,2,2,2,2,2,2,2,1_176144942_177935152,2,2,2,2,2,2,2,2,2,2,2,chr22,176144942,177935152
13,82490582,2,2,2,2,2,2,2,2,2,2,2,14_20443649_20757838,2,2,2,2,2,2,2,2,1,1,1,chr13,20443649,20757838
11,107206674,2,2,2,2,2,2,2,2,2,2,2,8_131066848_131200560,2,2,2,2,2,2,2,2,2,2,2,chr11,131066848,131200560
17,74404239,2,2,2,2,2,2,2,2,2,4,2,7_1519303_2414359,2,2,2,2,2,2,2,2,2,0,2,chr17,1519303,2414359
12,38030167,2,2,2,2,2,2,2,2,2,2,2,11_4626704_5809308,3,3,3,3,3,3,3,3,3,3,3,chr12,4626704,5809308
9,129326627,2,2,2,2,2,2,2,2,2,2,2,14_21570614_22315492,2,2,2,2,2,2,2,2,2,2,2,chr9,21570614,22315492
7,106267957,3,3,3,3,3,3,3,3,3,3,3,1_6204266_6634901,2,2,2,2,2,2,2,2,2,2,2,chr7,6204266,6634901
4,129478364,1,2,2,2,2,2,1,1,2,2,2,2_19548189_24290650,2,2,2,2,2,2,2,2,2,2,2,chr4,19548189,24290650
13,92200396,2,2,2,2,2,2,2,2,2,2,2,5_178951413_180338300,2,2,2,2,2,2,2,2,2,2,2,chr13,178951413,180338300
5,53062503,3,3,3,3,3,3,3,3,3,3,3,3_8591476_9691333,2,2,2,2,2,2,2,2,2,2,2,chr5,8591476,9691333
6,5476932,0,2,2,2,2,2,0,0,2,2,2,11_434095_499665,4,2,2,2,2,2,4,4,2,2,2,chr6,434095,499665
7,50964234,2,2,2,2,2,2,2,2,2,2,2,4_6595020_8621197,2,2,2,2,2,2,2,2,2,2,2,chr7,6595020,8621197
21,36996981,2,2,2,2,2,2,2,2,2,2,2,10_5227045_5446738,2,2,2,2,2,2,2,2,2,2,2,chr21,5227045,5446738
13,90427683,2,2,2,2,2,2,2,2,2,2,2,17_169157_960361,2,2,2,2,2,2,2,2,2,2,2,chr13,169157,960361
16,85520973,0,2,2,2,2,2,0,0,2,2,2,9_140648752_141070335,4,2,2,2,2,2,4,4,2,2,2,chr16,140648752,141070335
13,85637968,2,2,2,2,2,2,2,2,2,2,2,17_6659324_6900102,2,2,2,2,2,2,2,2,2,2,2,chr13,6659324,6900102
